,Date,Product Name,Category,Units Sold,Price,Revenue,Discount,Units Returned,Location,Platform,Return Rate,Monthly,Net Revenue
1179,2021-05-31,Melatonin,Sleep Aid,155,55.29,8569.95,0.13,0,UK,Amazon,0.0,2021-05,8569.95
1180,2021-05-31,Biotin,Vitamin,171,46.59,7966.89,0.18,1,USA,Amazon,0.005847953216374269,2021-05,7928.6862
1181,2021-05-31,Green Tea Extract,Fat Burner,139,20.99,2917.61,0.11,2,UK,iHerb,0.014388489208633094,2021-05,2880.2478
1182,2021-05-31,Iron Supplement,Mineral,161,49.61,7987.21,0.21,2,Canada,iHerb,0.012422360248447204,2021-05,7908.8262
1183,2021-05-31,Electrolyte Powder,Hydration,140,25.74,3603.6,0.03,1,USA,Amazon,0.007142857142857143,2021-05,3578.6322
1184,2021-06-07,Whey Protein,Protein,139,55.42,7703.38,0.03,2,UK,iHerb,0.014388489208633094,2021-06,7595.8652
1185,2021-06-07,Vitamin C,Vitamin,157,56.13,8812.41,0.14,1,UK,Walmart,0.006369426751592357,2021-06,8764.1382
1186,2021-06-07,Fish Oil,Omega,160,44.68,7148.8,0.01,3,UK,iHerb,0.01875,2021-06,7016.1004
1187,2021-06-07,Multivitamin,Vitamin,148,21.06,3116.88,0.17,2,UK,Walmart,0.013513513513513514,2021-06,3081.9204
1188,2021-06-07,Pre-Workout,Performance,149,32.82,4890.18,0.22,1,Canada,Amazon,0.006711409395973154,2021-06,4864.580400000001
1189,2021-06-07,BCAA,Amino Acid,164,30.53,5006.92,0.06,1,UK,Walmart,0.006097560975609756,2021-06,4978.2218
1190,2021-06-07,Creatine,Performance,163,36.22,5903.86,0.2,1,USA,iHerb,0.006134969325153374,2021-06,5874.884
1191,2021-06-07,Zinc,Mineral,155,15.46,2396.3,0.2,0,UK,Amazon,0.0,2021-06,2396.3
1192,2021-06-07,Collagen Peptides,Protein,141,27.32,3852.12,0.24,4,UK,Walmart,0.028368794326241134,2021-06,3769.0672
1193,2021-06-07,Magnesium,Mineral,141,45.25,6380.25,0.11,0,UK,Walmart,0.0,2021-06,6380.25
1194,2021-06-07,Ashwagandha,Herbal,158,53.51,8454.58,0.03,0,USA,iHerb,0.0,2021-06,8454.58
1195,2021-06-07,Melatonin,Sleep Aid,157,29.88,4691.16,0.08,1,Canada,iHerb,0.006369426751592357,2021-06,4663.6704
1196,2021-06-07,Biotin,Vitamin,149,41.59,6196.91,0.06,4,Canada,Walmart,0.026845637583892617,2021-06,6040.5316
1197,2021-06-07,Green Tea Extract,Fat Burner,144,38.53,5548.32,0.11,1,UK,Walmart,0.006944444444444444,2021-06,5514.0283
1198,2021-06-07,Iron Supplement,Mineral,159,51.66,8213.94,0.06,2,UK,iHerb,0.012578616352201259,2021-06,8116.819200000001
1199,2021-06-07,Electrolyte Powder,Hydration,153,34.3,5247.9,0.08,0,UK,iHerb,0.0,2021-06,5247.9
1200,2021-06-14,Whey Protein,Protein,139,44.15,6136.85,0.17,4,USA,Amazon,0.02877697841726619,2021-06,5990.272000000001
1201,2021-06-14,Vitamin C,Vitamin,159,54.21,8619.39,0.22,1,Canada,iHerb,0.006289308176100629,2021-06,8577.1062
1202,2021-06-14,Fish Oil,Omega,151,14.15,2136.65,0.05,1,Canada,iHerb,0.006622516556291391,2021-06,2123.2075
1203,2021-06-14,Multivitamin,Vitamin,153,59.41,9089.73,0.1,0,USA,Amazon,0.0,2021-06,9089.73
1204,2021-06-14,Pre-Workout,Performance,162,19.93,3228.66,0.12,2,UK,Walmart,0.012345679012345678,2021-06,3193.5832
1205,2021-06-14,BCAA,Amino Acid,160,25.26,4041.6,0.24,2,UK,Walmart,0.0125,2021-06,4003.2048
1206,2021-06-14,Creatine,Performance,147,46.56,6844.32,0.06,0,Canada,iHerb,0.0,2021-06,6844.32
1207,2021-06-14,Zinc,Mineral,151,41.45,6258.95,0.03,2,USA,iHerb,0.013245033112582781,2021-06,6178.537
1208,2021-06-14,Collagen Peptides,Protein,142,16.35,2321.7,0.23,3,USA,Walmart,0.02112676056338028,2021-06,2283.9314999999997
1209,2021-06-14,Magnesium,Mineral,140,40.43,5660.2,0.24,1,UK,Walmart,0.007142857142857143,2021-06,5629.473199999999
1210,2021-06-14,Ashwagandha,Herbal,157,29.81,4680.17,0.24,2,Canada,Walmart,0.012738853503184714,2021-06,4634.8588
1211,2021-06-14,Melatonin,Sleep Aid,142,45.18,6415.56,0.16,1,UK,Walmart,0.007042253521126761,2021-06,6377.6088
1212,2021-06-14,Biotin,Vitamin,178,25.19,4483.82,0.23,1,USA,iHerb,0.0056179775280898875,2021-06,4464.423699999999
1213,2021-06-14,Green Tea Extract,Fat Burner,141,51.19,7217.79,0.03,3,UK,Amazon,0.02127659574468085,2021-06,7068.8271
1214,2021-06-14,Iron Supplement,Mineral,161,45.6,7341.6,0.1,1,Canada,iHerb,0.006211180124223602,2021-06,7300.56
1215,2021-06-14,Electrolyte Powder,Hydration,134,34.05,4562.7,0.09,1,USA,Amazon,0.007462686567164179,2021-06,4531.7145
1216,2021-06-21,Whey Protein,Protein,123,31.81,3912.63,0.05,2,Canada,Walmart,0.016260162601626018,2021-06,3852.1910000000003
1217,2021-06-21,Vitamin C,Vitamin,162,24.92,4037.04,0.16,1,UK,Walmart,0.006172839506172839,2021-06,4016.1072
1218,2021-06-21,Fish Oil,Omega,140,12.02,1682.8,0.02,0,Canada,Amazon,0.0,2021-06,1682.8
1219,2021-06-21,Multivitamin,Vitamin,136,59.79,8131.44,0.07,0,USA,Walmart,0.0,2021-06,8131.44
1220,2021-06-21,Pre-Workout,Performance,151,53.67,8104.17,0.1,1,UK,Amazon,0.006622516556291391,2021-06,8055.867
1221,2021-06-21,BCAA,Amino Acid,139,25.83,3590.37,0.17,1,UK,Walmart,0.007194244604316547,2021-06,3568.9311
1222,2021-06-21,Creatine,Performance,153,19.56,2992.68,0.1,4,USA,iHerb,0.026143790849673203,2021-06,2922.2639999999997
1223,2021-06-21,Zinc,Mineral,146,22.75,3321.5,0.03,0,Canada,Amazon,0.0,2021-06,3321.5
1224,2021-06-21,Collagen Peptides,Protein,143,18.7,2674.1,0.19,0,Canada,Amazon,0.0,2021-06,2674.1
1225,2021-06-21,Magnesium,Mineral,152,35.33,5370.16,0.14,1,Canada,Walmart,0.006578947368421052,2021-06,5339.7762
1226,2021-06-21,Ashwagandha,Herbal,142,53.56,7605.52,0.05,0,UK,Amazon,0.0,2021-06,7605.52
1227,2021-06-21,Melatonin,Sleep Aid,168,37.57,6311.76,0.09,0,USA,iHerb,0.0,2021-06,6311.76
1228,2021-06-21,Biotin,Vitamin,153,20.15,3082.95,0.11,2,USA,Amazon,0.013071895424836602,2021-06,3047.0829999999996
1229,2021-06-21,Green Tea Extract,Fat Burner,153,37.4,5722.2,0.18,2,UK,iHerb,0.013071895424836602,2021-06,5660.864
1230,2021-06-21,Iron Supplement,Mineral,155,45.51,7054.05,0.17,0,UK,Walmart,0.0,2021-06,7054.05
1231,2021-06-21,Electrolyte Powder,Hydration,147,43.47,6390.09,0.05,2,USA,iHerb,0.013605442176870748,2021-06,6307.497
1232,2021-06-28,Whey Protein,Protein,170,56.07,9531.9,0.24,0,UK,Walmart,0.0,2021-06,9531.9
1233,2021-06-28,Vitamin C,Vitamin,154,52.99,8160.46,0.06,5,UK,Amazon,0.032467532467532464,2021-06,7911.407
1234,2021-06-28,Fish Oil,Omega,154,14.28,2199.12,0.05,2,USA,Walmart,0.012987012987012988,2021-06,2171.988
1235,2021-06-28,Multivitamin,Vitamin,145,44.8,6496.0,0.09,0,UK,Walmart,0.0,2021-06,6496.0
1236,2021-06-28,Pre-Workout,Performance,127,36.03,4575.81,0.19,1,USA,Amazon,0.007874015748031496,2021-06,4546.6257000000005
1237,2021-06-28,BCAA,Amino Acid,147,11.32,1664.04,0.08,4,UK,iHerb,0.027210884353741496,2021-06,1622.3824
1238,2021-06-28,Creatine,Performance,166,39.39,6538.74,0.21,1,USA,Walmart,0.006024096385542169,2021-06,6507.6219
1239,2021-06-28,Zinc,Mineral,150,44.66,6699.0,0.02,0,Canada,iHerb,0.0,2021-06,6699.0
1240,2021-06-28,Collagen Peptides,Protein,160,40.88,6540.8,0.16,0,USA,Walmart,0.0,2021-06,6540.8
1241,2021-06-28,Magnesium,Mineral,163,22.95,3740.85,0.18,1,Canada,iHerb,0.006134969325153374,2021-06,3722.031
1242,2021-06-28,Ashwagandha,Herbal,119,18.93,2252.67,0.08,1,USA,Walmart,0.008403361344537815,2021-06,2235.2544000000003
1243,2021-06-28,Melatonin,Sleep Aid,150,23.53,3529.5,0.01,2,USA,Walmart,0.013333333333333334,2021-06,3482.9106
1244,2021-06-28,Biotin,Vitamin,146,53.35,7789.1,0.19,3,USA,Amazon,0.02054794520547945,2021-06,7659.4595
1245,2021-06-28,Green Tea Extract,Fat Burner,150,44.81,6721.5,0.05,1,Canada,iHerb,0.006666666666666667,2021-06,6678.9305
1246,2021-06-28,Iron Supplement,Mineral,134,53.21,7130.14,0.12,2,Canada,iHerb,0.014925373134328358,2021-06,7036.490400000001
1247,2021-06-28,Electrolyte Powder,Hydration,154,31.59,4864.86,0.2,1,Canada,Walmart,0.006493506493506494,2021-06,4839.588
1248,2021-07-05,Whey Protein,Protein,175,33.13,5797.75,0.2,3,UK,iHerb,0.017142857142857144,2021-07,5718.238
1249,2021-07-05,Vitamin C,Vitamin,152,33.39,5075.28,0.24,2,Canada,Walmart,0.013157894736842105,2021-07,5024.5271999999995
1250,2021-07-05,Fish Oil,Omega,162,33.39,5409.18,0.16,3,UK,Amazon,0.018518518518518517,2021-07,5325.037200000001
1251,2021-07-05,Multivitamin,Vitamin,152,25.86,3930.72,0.07,1,USA,Amazon,0.006578947368421052,2021-07,3906.6702
1252,2021-07-05,Pre-Workout,Performance,123,50.63,6227.49,0.03,0,UK,Amazon,0.0,2021-07,6227.49
1253,2021-07-05,BCAA,Amino Acid,148,48.18,7130.64,0.11,2,USA,Amazon,0.013513513513513514,2021-07,7044.8796
1254,2021-07-05,Creatine,Performance,154,17.82,2744.28,0.11,1,Canada,iHerb,0.006493506493506494,2021-07,2728.4202
1255,2021-07-05,Zinc,Mineral,159,29.41,4676.19,0.04,1,UK,iHerb,0.006289308176100629,2021-07,4647.9564
1256,2021-07-05,Collagen Peptides,Protein,153,35.75,5469.75,0.04,2,Canada,Amazon,0.013071895424836602,2021-07,5401.11
1257,2021-07-05,Magnesium,Mineral,165,34.58,5705.7,0.24,1,USA,Amazon,0.006060606060606061,2021-07,5679.4192
1258,2021-07-05,Ashwagandha,Herbal,153,40.3,6165.9,0.02,4,Canada,Walmart,0.026143790849673203,2021-07,6007.924
1259,2021-07-05,Melatonin,Sleep Aid,158,45.21,7143.18,0.15,1,USA,Walmart,0.006329113924050633,2021-07,7104.7515
1260,2021-07-05,Biotin,Vitamin,150,39.17,5875.5,0.13,1,Canada,Amazon,0.006666666666666667,2021-07,5841.4221
1261,2021-07-05,Green Tea Extract,Fat Burner,139,22.08,3069.12,0.13,1,USA,Walmart,0.007194244604316547,2021-07,3049.9103999999998
1262,2021-07-05,Iron Supplement,Mineral,148,27.51,4071.48,0.11,0,Canada,Amazon,0.0,2021-07,4071.48
1263,2021-07-05,Electrolyte Powder,Hydration,152,17.49,2658.48,0.14,1,USA,iHerb,0.006578947368421052,2021-07,2643.4386
1264,2021-07-12,Whey Protein,Protein,140,16.52,2312.8,0.08,0,Canada,iHerb,0.0,2021-07,2312.8
1265,2021-07-12,Vitamin C,Vitamin,134,39.39,5278.26,0.02,3,UK,Walmart,0.022388059701492536,2021-07,5162.4534
1266,2021-07-12,Fish Oil,Omega,182,32.5,5915.0,0.01,2,Canada,Amazon,0.01098901098901099,2021-07,5850.65
1267,2021-07-12,Multivitamin,Vitamin,147,20.34,2989.98,0.16,1,Canada,Walmart,0.006802721088435374,2021-07,2972.8944
1268,2021-07-12,Pre-Workout,Performance,137,38.25,5240.25,0.21,0,USA,iHerb,0.0,2021-07,5240.25
1269,2021-07-12,BCAA,Amino Acid,161,15.75,2535.75,0.17,1,USA,Amazon,0.006211180124223602,2021-07,2522.6775
1270,2021-07-12,Creatine,Performance,176,42.14,7416.64,0.1,4,UK,Walmart,0.022727272727272728,2021-07,7264.936000000001
1271,2021-07-12,Zinc,Mineral,144,55.07,7930.08,0.07,2,USA,iHerb,0.013888888888888888,2021-07,7827.6498
1272,2021-07-12,Collagen Peptides,Protein,148,24.75,3663.0,0.0,0,UK,Walmart,0.0,2021-07,3663.0
1273,2021-07-12,Magnesium,Mineral,142,18.56,2635.52,0.22,2,Canada,iHerb,0.014084507042253521,2021-07,2606.5664
1274,2021-07-12,Ashwagandha,Herbal,130,42.68,5548.4,0.24,0,Canada,Walmart,0.0,2021-07,5548.4
1275,2021-07-12,Melatonin,Sleep Aid,173,48.29,8354.17,0.02,2,UK,Walmart,0.011560693641618497,2021-07,8259.5216
1276,2021-07-12,Biotin,Vitamin,140,50.52,7072.8,0.03,1,USA,iHerb,0.007142857142857143,2021-07,7023.7956
1277,2021-07-12,Green Tea Extract,Fat Burner,174,58.9,10248.6,0.25,2,Canada,Walmart,0.011494252873563218,2021-07,10160.25
1278,2021-07-12,Iron Supplement,Mineral,137,31.22,4277.14,0.08,1,Canada,iHerb,0.0072992700729927005,2021-07,4248.417600000001
1279,2021-07-12,Electrolyte Powder,Hydration,190,46.67,8867.3,0.0,2,UK,Walmart,0.010526315789473684,2021-07,8773.96
1280,2021-07-19,Whey Protein,Protein,170,19.28,3277.6,0.16,2,UK,Walmart,0.011764705882352941,2021-07,3245.2096
1281,2021-07-19,Vitamin C,Vitamin,157,22.61,3549.77,0.24,3,UK,iHerb,0.01910828025477707,2021-07,3498.2192
1282,2021-07-19,Fish Oil,Omega,148,32.62,4827.76,0.11,0,Canada,Amazon,0.0,2021-07,4827.76
1283,2021-07-19,Multivitamin,Vitamin,147,11.13,1636.11,0.11,2,USA,Walmart,0.013605442176870748,2021-07,1616.2985999999999
1284,2021-07-19,Pre-Workout,Performance,157,55.48,8710.36,0.0,2,USA,iHerb,0.012738853503184714,2021-07,8599.400000000001
1285,2021-07-19,BCAA,Amino Acid,161,26.19,4216.59,0.03,3,UK,Walmart,0.018633540372670808,2021-07,4140.3771
1286,2021-07-19,Creatine,Performance,149,39.29,5854.21,0.17,2,UK,Amazon,0.013422818791946308,2021-07,5788.9886
1287,2021-07-19,Zinc,Mineral,156,35.68,5566.08,0.2,1,Canada,Walmart,0.00641025641025641,2021-07,5537.536
1288,2021-07-19,Collagen Peptides,Protein,146,55.73,8136.58,0.02,2,USA,iHerb,0.0136986301369863,2021-07,8027.3492
1289,2021-07-19,Magnesium,Mineral,147,43.98,6465.06,0.02,2,USA,Walmart,0.013605442176870748,2021-07,6378.859200000001
1290,2021-07-19,Ashwagandha,Herbal,160,18.53,2964.8,0.22,2,Canada,Amazon,0.0125,2021-07,2935.8932
1291,2021-07-19,Melatonin,Sleep Aid,167,37.1,6195.7,0.23,3,Canada,iHerb,0.017964071856287425,2021-07,6109.999
1292,2021-07-19,Biotin,Vitamin,148,29.66,4389.68,0.1,1,UK,iHerb,0.006756756756756757,2021-07,4362.986
1293,2021-07-19,Green Tea Extract,Fat Burner,141,13.49,1902.09,0.17,0,USA,Walmart,0.0,2021-07,1902.09
1294,2021-07-19,Iron Supplement,Mineral,144,23.5,3384.0,0.19,3,USA,iHerb,0.020833333333333332,2021-07,3326.895
1295,2021-07-19,Electrolyte Powder,Hydration,139,33.52,4659.28,0.22,2,USA,iHerb,0.014388489208633094,2021-07,4606.9888
1296,2021-07-26,Whey Protein,Protein,150,52.37,7855.5,0.0,1,UK,Amazon,0.006666666666666667,2021-07,7803.13
1297,2021-07-26,Vitamin C,Vitamin,169,37.14,6276.66,0.13,1,Canada,iHerb,0.005917159763313609,2021-07,6244.348199999999
1298,2021-07-26,Fish Oil,Omega,151,30.92,4668.92,0.18,3,Canada,Amazon,0.019867549668874173,2021-07,4592.8568000000005
1299,2021-07-26,Multivitamin,Vitamin,136,30.4,4134.4,0.17,0,USA,iHerb,0.0,2021-07,4134.4
1300,2021-07-26,Pre-Workout,Performance,155,30.91,4791.05,0.23,5,UK,Amazon,0.03225806451612903,2021-07,4672.0465
1301,2021-07-26,BCAA,Amino Acid,132,57.52,7592.64,0.24,0,USA,Walmart,0.0,2021-07,7592.64
1302,2021-07-26,Creatine,Performance,150,11.02,1653.0,0.15,1,USA,iHerb,0.006666666666666667,2021-07,1643.633
1303,2021-07-26,Zinc,Mineral,165,44.34,7316.1,0.17,1,UK,Walmart,0.006060606060606061,2021-07,7279.2978
1304,2021-07-26,Collagen Peptides,Protein,142,50.02,7102.84,0.11,2,Canada,iHerb,0.014084507042253521,2021-07,7013.8044
1305,2021-07-26,Magnesium,Mineral,154,31.25,4812.5,0.07,1,Canada,Amazon,0.006493506493506494,2021-07,4783.4375
1306,2021-07-26,Ashwagandha,Herbal,151,32.01,4833.51,0.02,2,UK,Walmart,0.013245033112582781,2021-07,4770.7704
1307,2021-07-26,Melatonin,Sleep Aid,139,30.64,4258.96,0.06,1,UK,Walmart,0.007194244604316547,2021-07,4230.1584
1308,2021-07-26,Biotin,Vitamin,145,36.86,5344.7,0.05,0,UK,Walmart,0.0,2021-07,5344.7
1309,2021-07-26,Green Tea Extract,Fat Burner,167,30.6,5110.2,0.01,1,UK,Amazon,0.005988023952095809,2021-07,5079.906
1310,2021-07-26,Iron Supplement,Mineral,152,45.35,6893.2,0.04,1,Canada,iHerb,0.006578947368421052,2021-07,6849.664
1311,2021-07-26,Electrolyte Powder,Hydration,134,20.71,2775.14,0.02,1,UK,iHerb,0.007462686567164179,2021-07,2754.8442
1312,2021-08-02,Whey Protein,Protein,135,36.69,4953.15,0.04,0,Canada,iHerb,0.0,2021-08,4953.15
1313,2021-08-02,Vitamin C,Vitamin,162,40.31,6530.22,0.08,2,USA,Amazon,0.012345679012345678,2021-08,6456.0496
1314,2021-08-02,Fish Oil,Omega,143,21.15,3024.45,0.05,1,USA,iHerb,0.006993006993006993,2021-08,3004.3574999999996
1315,2021-08-02,Multivitamin,Vitamin,156,10.6,1653.6,0.13,2,USA,Amazon,0.01282051282051282,2021-08,1635.156
1316,2021-08-02,Pre-Workout,Performance,149,56.4,8403.6,0.21,1,UK,iHerb,0.006711409395973154,2021-08,8359.044
1317,2021-08-02,BCAA,Amino Acid,140,35.22,4930.8,0.19,1,UK,iHerb,0.007142857142857143,2021-08,4902.2718
1318,2021-08-02,Creatine,Performance,127,50.3,6388.1,0.07,2,Canada,Amazon,0.015748031496062992,2021-08,6294.542
1319,2021-08-02,Zinc,Mineral,147,52.26,7682.22,0.13,2,UK,iHerb,0.013605442176870748,2021-08,7591.287600000001
1320,2021-08-02,Collagen Peptides,Protein,167,25.66,4285.22,0.19,1,Canada,iHerb,0.005988023952095809,2021-08,4264.4354
1321,2021-08-02,Magnesium,Mineral,146,46.22,6748.12,0.1,0,UK,iHerb,0.0,2021-08,6748.12
1322,2021-08-02,Ashwagandha,Herbal,145,18.8,2726.0,0.19,1,USA,iHerb,0.006896551724137931,2021-08,2710.772
1323,2021-08-02,Melatonin,Sleep Aid,148,59.1,8746.8,0.1,0,USA,Walmart,0.0,2021-08,8746.8
1324,2021-08-02,Biotin,Vitamin,130,39.97,5196.1,0.1,1,UK,Walmart,0.007692307692307693,2021-08,5160.127
1325,2021-08-02,Green Tea Extract,Fat Burner,124,35.24,4369.76,0.04,0,UK,iHerb,0.0,2021-08,4369.76
1326,2021-08-02,Iron Supplement,Mineral,133,40.49,5385.17,0.05,0,UK,Amazon,0.0,2021-08,5385.17
1327,2021-08-02,Electrolyte Powder,Hydration,165,26.38,4352.7,0.05,1,UK,Amazon,0.006060606060606061,2021-08,4327.639
1328,2021-08-09,Whey Protein,Protein,151,18.22,2751.22,0.2,2,UK,Walmart,0.013245033112582781,2021-08,2722.0679999999998
1329,2021-08-09,Vitamin C,Vitamin,134,18.51,2480.34,0.06,1,Canada,iHerb,0.007462686567164179,2021-08,2462.9406000000004
1330,2021-08-09,Fish Oil,Omega,152,57.39,8723.28,0.03,4,Canada,iHerb,0.02631578947368421,2021-08,8500.606800000001
1331,2021-08-09,Multivitamin,Vitamin,140,26.95,3773.0,0.04,3,UK,iHerb,0.02142857142857143,2021-08,3695.384
1332,2021-08-09,Pre-Workout,Performance,143,38.32,5479.76,0.12,1,Canada,Walmart,0.006993006993006993,2021-08,5446.0384
1333,2021-08-09,BCAA,Amino Acid,159,43.41,6902.19,0.22,0,USA,iHerb,0.0,2021-08,6902.19
1334,2021-08-09,Creatine,Performance,135,31.86,4301.1,0.1,0,Canada,Walmart,0.0,2021-08,4301.1
1335,2021-08-09,Zinc,Mineral,150,33.83,5074.5,0.19,1,USA,Walmart,0.006666666666666667,2021-08,5047.0977
1336,2021-08-09,Collagen Peptides,Protein,157,30.74,4826.18,0.19,0,Canada,Walmart,0.0,2021-08,4826.18
1337,2021-08-09,Magnesium,Mineral,133,30.1,4003.3,0.21,1,USA,iHerb,0.007518796992481203,2021-08,3979.521
1338,2021-08-09,Ashwagandha,Herbal,156,39.31,6132.36,0.09,2,Canada,Amazon,0.01282051282051282,2021-08,6060.815799999999
1339,2021-08-09,Melatonin,Sleep Aid,144,59.64,8588.16,0.03,0,UK,Walmart,0.0,2021-08,8588.16
1340,2021-08-09,Biotin,Vitamin,167,42.51,7099.17,0.08,1,USA,iHerb,0.005988023952095809,2021-08,7060.0608
1341,2021-08-09,Green Tea Extract,Fat Burner,141,30.54,4306.14,0.18,1,UK,iHerb,0.0070921985815602835,2021-08,4281.0972
1342,2021-08-09,Iron Supplement,Mineral,176,35.15,6186.4,0.15,4,Canada,iHerb,0.022727272727272728,2021-08,6066.889999999999
1343,2021-08-09,Electrolyte Powder,Hydration,122,52.68,6426.96,0.06,3,Canada,Amazon,0.02459016393442623,2021-08,6278.4024
1344,2021-08-16,Whey Protein,Protein,173,31.95,5527.35,0.01,4,UK,Walmart,0.023121387283236993,2021-08,5400.828
1345,2021-08-16,Vitamin C,Vitamin,149,44.49,6629.01,0.12,0,Canada,iHerb,0.0,2021-08,6629.01
1346,2021-08-16,Fish Oil,Omega,139,38.71,5380.69,0.16,1,Canada,iHerb,0.007194244604316547,2021-08,5348.173599999999
1347,2021-08-16,Multivitamin,Vitamin,154,44.76,6893.04,0.1,2,Canada,Walmart,0.012987012987012988,2021-08,6812.472
1348,2021-08-16,Pre-Workout,Performance,155,55.85,8656.75,0.03,2,USA,iHerb,0.012903225806451613,2021-08,8548.401
1349,2021-08-16,BCAA,Amino Acid,133,26.65,3544.45,0.09,0,Canada,iHerb,0.0,2021-08,3544.45
1350,2021-08-16,Creatine,Performance,153,11.71,1791.63,0.08,3,UK,Walmart,0.0196078431372549,2021-08,1759.3104
1351,2021-08-16,Zinc,Mineral,157,44.91,7050.87,0.08,0,UK,Amazon,0.0,2021-08,7050.87
1352,2021-08-16,Collagen Peptides,Protein,141,59.02,8321.82,0.12,0,UK,Walmart,0.0,2021-08,8321.82
1353,2021-08-16,Magnesium,Mineral,135,38.93,5255.55,0.02,3,UK,Amazon,0.022222222222222223,2021-08,5141.0958
1354,2021-08-16,Ashwagandha,Herbal,145,49.03,7109.35,0.19,2,USA,iHerb,0.013793103448275862,2021-08,7029.9214
1355,2021-08-16,Melatonin,Sleep Aid,154,41.44,6381.76,0.14,5,USA,Walmart,0.032467532467532464,2021-08,6203.568
1356,2021-08-16,Biotin,Vitamin,159,53.62,8525.58,0.05,0,USA,iHerb,0.0,2021-08,8525.58
1357,2021-08-16,Green Tea Extract,Fat Burner,149,51.46,7667.54,0.11,2,Canada,Amazon,0.013422818791946308,2021-08,7575.9412
1358,2021-08-16,Iron Supplement,Mineral,151,40.76,6154.76,0.21,0,USA,Walmart,0.0,2021-08,6154.76
1359,2021-08-16,Electrolyte Powder,Hydration,153,18.21,2786.13,0.03,4,USA,Amazon,0.026143790849673203,2021-08,2715.4752000000003
1360,2021-08-23,Whey Protein,Protein,146,18.57,2711.22,0.17,2,UK,Walmart,0.0136986301369863,2021-08,2680.3938
1361,2021-08-23,Vitamin C,Vitamin,155,54.68,8475.4,0.1,1,Canada,Amazon,0.0064516129032258064,2021-08,8426.188
1362,2021-08-23,Fish Oil,Omega,149,53.18,7923.82,0.23,1,USA,Walmart,0.006711409395973154,2021-08,7882.8714
1363,2021-08-23,Multivitamin,Vitamin,165,56.54,9329.1,0.06,2,USA,iHerb,0.012121212121212121,2021-08,9222.8048
1364,2021-08-23,Pre-Workout,Performance,142,10.27,1458.34,0.14,1,UK,Amazon,0.007042253521126761,2021-08,1449.5077999999999
1365,2021-08-23,BCAA,Amino Acid,143,52.57,7517.51,0.15,3,USA,Walmart,0.02097902097902098,2021-08,7383.4565
1366,2021-08-23,Creatine,Performance,141,32.53,4586.73,0.0,1,Canada,Walmart,0.0070921985815602835,2021-08,4554.2
1367,2021-08-23,Zinc,Mineral,156,46.81,7302.36,0.14,0,USA,Walmart,0.0,2021-08,7302.36
1368,2021-08-23,Collagen Peptides,Protein,133,23.75,3158.75,0.02,1,Canada,Amazon,0.007518796992481203,2021-08,3135.475
1369,2021-08-23,Magnesium,Mineral,152,46.02,6995.04,0.16,1,USA,iHerb,0.006578947368421052,2021-08,6956.3832
1370,2021-08-23,Ashwagandha,Herbal,160,41.87,6699.2,0.14,0,Canada,Walmart,0.0,2021-08,6699.2
1371,2021-08-23,Melatonin,Sleep Aid,157,57.13,8969.41,0.2,2,USA,Amazon,0.012738853503184714,2021-08,8878.002
1372,2021-08-23,Biotin,Vitamin,141,27.02,3809.82,0.12,1,UK,Amazon,0.0070921985815602835,2021-08,3786.0424000000003
1373,2021-08-23,Green Tea Extract,Fat Burner,150,58.89,8833.5,0.03,3,Canada,iHerb,0.02,2021-08,8662.1301
1374,2021-08-23,Iron Supplement,Mineral,170,46.25,7862.5,0.11,2,USA,Amazon,0.011764705882352941,2021-08,7780.175
1375,2021-08-23,Electrolyte Powder,Hydration,144,38.91,5603.04,0.12,2,Canada,Amazon,0.013888888888888888,2021-08,5534.5584
1376,2021-08-30,Whey Protein,Protein,142,14.19,2014.98,0.01,1,USA,Walmart,0.007042253521126761,2021-08,2000.9319
1377,2021-08-30,Vitamin C,Vitamin,128,50.65,6483.2,0.01,2,UK,Amazon,0.015625,2021-08,6382.913
1378,2021-08-30,Fish Oil,Omega,141,34.25,4829.25,0.08,1,Canada,Walmart,0.0070921985815602835,2021-08,4797.74
1379,2021-08-30,Multivitamin,Vitamin,146,15.73,2296.58,0.25,1,Canada,Amazon,0.00684931506849315,2021-08,2284.7825
1380,2021-08-30,Pre-Workout,Performance,144,28.19,4059.36,0.21,1,USA,iHerb,0.006944444444444444,2021-08,4037.0899
1381,2021-08-30,BCAA,Amino Acid,158,52.31,8264.98,0.18,1,UK,Walmart,0.006329113924050633,2021-08,8222.085799999999
1382,2021-08-30,Creatine,Performance,135,58.8,7938.0,0.06,1,Canada,iHerb,0.007407407407407408,2021-08,7882.728
1383,2021-08-30,Zinc,Mineral,152,35.84,5447.68,0.2,1,USA,Walmart,0.006578947368421052,2021-08,5419.008000000001
1384,2021-08-30,Collagen Peptides,Protein,119,38.78,4614.82,0.24,2,Canada,Walmart,0.01680672268907563,2021-08,4555.8744
1385,2021-08-30,Magnesium,Mineral,140,20.06,2808.4,0.23,3,UK,Walmart,0.02142857142857143,2021-08,2762.0614
1386,2021-08-30,Ashwagandha,Herbal,160,35.22,5635.2,0.12,1,Canada,iHerb,0.00625,2021-08,5604.2064
1387,2021-08-30,Melatonin,Sleep Aid,150,16.59,2488.5,0.22,2,UK,iHerb,0.013333333333333334,2021-08,2462.6196
